what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1461733490410
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1461733490411
started,bundle,org.eclipse.compare,3.5.100.I20100526-0800,"org.eclipse.compare",1461733490745
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733493370
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733581790
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.file.properties",1461733581803
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733584486
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733593321
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733599949
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733602421
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.cleanAction",1461733602433
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733615751
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733627145
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733647746
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733663949
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733667385
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733670081
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.properties",1461733670119
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildAutomatically",1461733674656
executed,command,org.eclipse.ui.ide,3.6.0.I20100601-0800,"org.eclipse.ui.project.buildProject",1461733679112
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733684845
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733754656
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733792072
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733798199
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1461733798208
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1461733798208
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733799799
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733801100
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.0.v201006082045,"org.eclipse.wst.jsdt.debug.core",1461733801136
closed,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1461733801247
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1461733803442
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1461733803443
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1461733803444
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1461733803445
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1461733803446
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1461733803447
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1461733803448
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1461733803449
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1461733803449
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1461733803450
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.200.v20100601-1815,"org.eclipse.pde.api.tools.ui",1461733803452
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1461733803495
stopped,bundle,org.eclipse.pde.runtime,3.4.200.v20100601,"org.eclipse.pde.runtime",1461733803496
stopped,bundle,org.eclipse.pde.ua.ui,1.0.100.v20100504,"org.eclipse.pde.ua.ui",1461733803524
stopped,bundle,org.eclipse.pde.ui.templates,3.4.200.v20100601,"org.eclipse.pde.ui.templates",1461733803674
stopped,bundle,org.eclipse.pde.ui,3.6.0.v20100601,"org.eclipse.pde.ui",1461733803675
stopped,bundle,org.eclipse.ant.ui,3.5.0.v20100427,"org.eclipse.ant.ui",1461733803676
stopped,bundle,org.eclipse.ant.launching,1.0.0.v20100427,"org.eclipse.ant.launching",1461733803691
stopped,bundle,org.eclipse.compare.win32,1.0.100.I20100505-1245,"org.eclipse.compare.win32",1461733803710
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1461733803769
stopped,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1461733803770
stopped,bundle,org.eclipse.jst.server.ui,1.1.100.v20100511,"org.eclipse.jst.server.ui",1461733803860
